Date,Rented Bike Count,Hour,Temperature(øC),Humidity(%),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
03/07/2018,1365,23,26.4,78,2000,0,0,Summer,No Holiday,Yes
04/07/2018,971,0,25.9,79,2000,0,0,Summer,No Holiday,Yes
04/07/2018,796,1,25.4,79,2000,0,0,Summer,No Holiday,Yes
04/07/2018,555,2,25.1,82,2000,0,0,Summer,No Holiday,Yes
04/07/2018,372,3,24.9,83,1857,0,0,Summer,No Holiday,Yes
04/07/2018,234,4,24.7,82,2000,0,0,Summer,No Holiday,Yes
04/07/2018,316,5,24.2,86,2000,0,0,Summer,No Holiday,Yes
04/07/2018,747,6,24,84,1969,0,0,Summer,No Holiday,Yes
04/07/2018,1450,7,24.6,78,2000,0,0,Summer,No Holiday,Yes
04/07/2018,2215,8,26.4,64,1909,0,0,Summer,No Holiday,Yes
04/07/2018,1191,9,27.4,68,1941,0,0,Summer,No Holiday,Yes
04/07/2018,831,10,28.5,65,1519,0,0,Summer,No Holiday,Yes
04/07/2018,941,11,30,60,1861,0,0,Summer,No Holiday,Yes
04/07/2018,1021,12,30.5,58,1741,0,0,Summer,No Holiday,Yes
04/07/2018,1007,13,31,60,1657,0,0,Summer,No Holiday,Yes
04/07/2018,1005,14,31.3,58,1479,0,0,Summer,No Holiday,Yes
04/07/2018,1038,15,31.1,57,1912,0,0,Summer,No Holiday,Yes
04/07/2018,1306,16,31.6,57,1882,0,0,Summer,No Holiday,Yes
04/07/2018,1856,17,31.2,56,1943,0,0,Summer,No Holiday,Yes
04/07/2018,3080,18,30,60,1933,0,0,Summer,No Holiday,Yes
04/07/2018,2637,19,28.2,64,1978,0,0,Summer,No Holiday,Yes
04/07/2018,2415,20,27.1,67,1949,0,0,Summer,No Holiday,Yes
04/07/2018,2274,21,26.2,70,1908,0,0,Summer,No Holiday,Yes
04/07/2018,2091,22,25.1,73,1808,0,0,Summer,No Holiday,Yes
04/07/2018,1432,23,24.7,74,1596,0,0,Summer,No Holiday,Yes
05/07/2018,1078,0,24.2,77,1365,0,0,Summer,No Holiday,Yes
05/07/2018,846,1,23.9,79,1121,0,0,Summer,No Holiday,Yes
05/07/2018,568,2,23.6,80,879,0,0,Summer,No Holiday,Yes
05/07/2018,376,3,23.5,81,878,0,0,Summer,No Holiday,Yes
05/07/2018,267,4,23.5,80,924,0,0,Summer,No Holiday,Yes
05/07/2018,326,5,23.5,80,838,0,0,Summer,No Holiday,Yes
05/07/2018,438,6,23.5,80,768,0,0,Summer,No Holiday,Yes
05/07/2018,828,7,23.5,90,445,0.5,0,Summer,No Holiday,Yes
05/07/2018,1836,8,23.6,93,308,0,0,Summer,No Holiday,Yes
05/07/2018,1112,9,24.2,84,632,0,0,Summer,No Holiday,Yes
05/07/2018,827,10,25.6,75,1028,0,0,Summer,No Holiday,Yes
05/07/2018,890,11,26.3,71,1340,0,0,Summer,No Holiday,Yes
05/07/2018,996,12,27,68,1744,0,0,Summer,No Holiday,Yes
05/07/2018,929,13,28.1,67,1772,0,0,Summer,No Holiday,Yes
05/07/2018,933,14,28.3,67,1242,0,0,Summer,No Holiday,Yes
05/07/2018,1011,15,28.8,66,1806,0,0,Summer,No Holiday,Yes
05/07/2018,1105,16,28.2,71,2000,0,0,Summer,No Holiday,Yes
05/07/2018,1381,17,27.3,76,1971,0,0,Summer,No Holiday,Yes
05/07/2018,2594,18,26.8,71,2000,0,0,Summer,No Holiday,Yes
05/07/2018,2309,19,26.7,69,2000,0,0,Summer,No Holiday,Yes
05/07/2018,2122,20,25.8,68,2000,0,0,Summer,No Holiday,Yes
05/07/2018,2063,21,25.2,67,2000,0,0,Summer,No Holiday,Yes
05/07/2018,1941,22,24.4,67,2000,0,0,Summer,No Holiday,Yes
05/07/2018,1406,23,23.9,66,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1075,0,23.5,65,2000,0,0,Summer,No Holiday,Yes
06/07/2018,839,1,23.1,66,2000,0,0,Summer,No Holiday,Yes
06/07/2018,558,2,22.8,65,2000,0,0,Summer,No Holiday,Yes
06/07/2018,403,3,22.6,66,2000,0,0,Summer,No Holiday,Yes
06/07/2018,273,4,22.6,66,2000,0,0,Summer,No Holiday,Yes
06/07/2018,311,5,22.5,66,2000,0,0,Summer,No Holiday,Yes
06/07/2018,723,6,22.4,65,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1449,7,22.6,63,2000,0,0,Summer,No Holiday,Yes
06/07/2018,2273,8,23.2,60,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1318,9,23.3,61,2000,0,0,Summer,No Holiday,Yes
06/07/2018,998,10,23.7,59,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1024,11,23.9,59,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1216,12,25.7,57,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1210,13,26.2,53,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1209,14,27,52,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1346,15,26.9,51,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1635,16,26.6,54,2000,0,0,Summer,No Holiday,Yes
06/07/2018,2282,17,26.6,52,2000,0,0,Summer,No Holiday,Yes
06/07/2018,3196,18,25.9,52,2000,0,0,Summer,No Holiday,Yes
06/07/2018,2557,19,25,52,2000,0,0,Summer,No Holiday,Yes
06/07/2018,2223,20,23.8,55,2000,0,0,Summer,No Holiday,Yes
06/07/2018,2183,21,23.1,54,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1917,22,22.5,54,2000,0,0,Summer,No Holiday,Yes
06/07/2018,1458,23,22,55,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1191,0,21.5,56,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1079,1,21.1,57,2000,0,0,Summer,No Holiday,Yes
07/07/2018,760,2,20.7,58,2000,0,0,Summer,No Holiday,Yes
07/07/2018,545,3,20.4,59,2000,0,0,Summer,No Holiday,Yes
07/07/2018,331,4,20,63,2000,0,0,Summer,No Holiday,Yes
07/07/2018,273,5,19.8,63,2000,0,0,Summer,No Holiday,Yes
07/07/2018,396,6,19.5,61,2000,0,0,Summer,No Holiday,Yes
07/07/2018,567,7,19.6,57,2000,0,0,Summer,No Holiday,Yes
07/07/2018,832,8,21.2,52,1998,0,0,Summer,No Holiday,Yes
07/07/2018,1009,9,22.6,51,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1050,10,24,49,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1129,11,25,48,1986,0,0,Summer,No Holiday,Yes
07/07/2018,1328,12,26.4,47,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1399,13,27.5,43,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1430,14,28.3,43,1941,0,0,Summer,No Holiday,Yes
07/07/2018,1579,15,28.7,42,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1764,16,28.9,44,1998,0,0,Summer,No Holiday,Yes
07/07/2018,2020,17,28.9,45,2000,0,0,Summer,No Holiday,Yes
07/07/2018,2238,18,27.8,48,2000,0,0,Summer,No Holiday,Yes
07/07/2018,2352,19,26.1,51,2000,0,0,Summer,No Holiday,Yes
07/07/2018,2232,20,24.6,51,2000,0,0,Summer,No Holiday,Yes
07/07/2018,2235,21,23.4,52,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1921,22,22.6,51,2000,0,0,Summer,No Holiday,Yes
07/07/2018,1416,23,21.7,51,2000,0,0,Summer,No Holiday,Yes
08/07/2018,1208,0,20.7,51,2000,0,0,Summer,No Holiday,Yes
08/07/2018,946,1,19.9,52,2000,0,0,Summer,No Holiday,Yes
08/07/2018,648,2,19.3,54,2000,0,0,Summer,No Holiday,Yes
08/07/2018,460,3,18.8,56,2000,0,0,Summer,No Holiday,Yes
08/07/2018,277,4,18.4,57,2000,0,0,Summer,No Holiday,Yes
08/07/2018,253,5,18.1,57,2000,0,0,Summer,No Holiday,Yes
08/07/2018,267,6,17.8,58,2000,0,0,Summer,No Holiday,Yes
08/07/2018,410,7,18.2,54,2000,0,0,Summer,No Holiday,Yes
08/07/2018,684,8,19.1,53,1952,0,0,Summer,No Holiday,Yes
08/07/2018,787,9,20.8,51,1973,0,0,Summer,No Holiday,Yes
08/07/2018,867,10,22.5,48,1940,0,0,Summer,No Holiday,Yes
08/07/2018,1053,11,23.8,47,2000,0,0,Summer,No Holiday,Yes
08/07/2018,1237,12,25,46,1943,0,0,Summer,No Holiday,Yes
08/07/2018,1442,13,26.1,45,2000,0,0,Summer,No Holiday,Yes
08/07/2018,1517,14,27.1,41,1941,0,0,Summer,No Holiday,Yes
08/07/2018,1693,15,27.6,37,2000,0,0,Summer,No Holiday,Yes
08/07/2018,2070,16,27.9,39,2000,0,0,Summer,No Holiday,Yes
08/07/2018,2266,17,27.4,44,2000,0,0,Summer,No Holiday,Yes
08/07/2018,2351,18,26.7,48,2000,0,0,Summer,No Holiday,Yes
08/07/2018,2272,19,26.3,51,2000,0,0,Summer,No Holiday,Yes
08/07/2018,2348,20,25.7,53,2000,0,0,Summer,No Holiday,Yes
08/07/2018,2055,21,25.3,55,2000,0,0,Summer,No Holiday,Yes
08/07/2018,1717,22,25,57,2000,0,0,Summer,No Holiday,Yes
08/07/2018,1252,23,24.6,60,2000,0,0,Summer,No Holiday,Yes
09/07/2018,900,0,24.2,61,2000,0,0,Summer,No Holiday,Yes
09/07/2018,554,1,23.7,64,2000,0,0,Summer,No Holiday,Yes
09/07/2018,387,2,22.7,63,2000,0,0,Summer,No Holiday,Yes
09/07/2018,285,3,21.9,63,2000,0,0,Summer,No Holiday,Yes
09/07/2018,206,4,21.4,63,2000,0,0,Summer,No Holiday,Yes
09/07/2018,301,5,21.1,64,2000,0,0,Summer,No Holiday,Yes
09/07/2018,486,6,21,64,2000,0,0,Summer,No Holiday,Yes
09/07/2018,451,7,20.9,66,2000,0,0,Summer,No Holiday,Yes
09/07/2018,670,8,20.7,73,2000,0.2,0,Summer,No Holiday,Yes
09/07/2018,575,9,21.1,72,1982,0,0,Summer,No Holiday,Yes
09/07/2018,217,10,21.1,73,1957,0,0,Summer,No Holiday,Yes
09/07/2018,186,11,20.6,82,2000,0.3,0,Summer,No Holiday,Yes
09/07/2018,71,12,20.7,83,1244,0,0,Summer,No Holiday,Yes
09/07/2018,99,13,20.3,87,771,0.5,0,Summer,No Holiday,Yes
09/07/2018,110,14,20.2,89,1854,0.5,0,Summer,No Holiday,Yes
09/07/2018,59,15,20.3,90,1356,0,0,Summer,No Holiday,Yes
09/07/2018,68,16,20.2,91,1637,1,0,Summer,No Holiday,Yes
09/07/2018,104,17,20.3,93,1684,1,0,Summer,No Holiday,Yes
09/07/2018,140,18,20.3,93,1832,0.5,0,Summer,No Holiday,Yes
09/07/2018,68,19,20.4,94,1769,0.5,0,Summer,No Holiday,Yes
09/07/2018,48,20,20.3,95,1372,1,0,Summer,No Holiday,Yes
09/07/2018,95,21,20.3,96,1007,1.5,0,Summer,No Holiday,Yes
09/07/2018,71,22,20.4,96,1641,0.5,0,Summer,No Holiday,Yes
09/07/2018,40,23,20.4,96,1137,1,0,Summer,No Holiday,Yes
10/07/2018,29,0,20.4,97,183,5.5,0,Summer,No Holiday,Yes
10/07/2018,39,1,20.4,97,193,8.5,0,Summer,No Holiday,Yes
10/07/2018,84,2,20.5,98,596,6.5,0,Summer,No Holiday,Yes
10/07/2018,136,3,20.6,98,1986,0.5,0,Summer,No Holiday,Yes
10/07/2018,133,4,20.6,97,1989,0,0,Summer,No Holiday,Yes
10/07/2018,174,5,20.6,97,2000,0,0,Summer,No Holiday,Yes
10/07/2018,534,6,20.7,97,2000,0,0,Summer,No Holiday,Yes
10/07/2018,1209,7,21.1,95,2000,0,0,Summer,No Holiday,Yes
10/07/2018,2017,8,21.7,89,2000,0,0,Summer,No Holiday,Yes
10/07/2018,1061,9,22.3,86,2000,0,0,Summer,No Holiday,Yes
10/07/2018,768,10,22.6,85,1996,0,0,Summer,No Holiday,Yes
10/07/2018,909,11,23.2,82,1991,0,0,Summer,No Holiday,Yes
10/07/2018,1035,12,24.1,80,2000,0,0,Summer,No Holiday,Yes
10/07/2018,1074,13,25.2,77,1951,0,0,Summer,No Holiday,Yes
10/07/2018,1142,14,25.5,77,1957,0,0,Summer,No Holiday,Yes
10/07/2018,1169,15,25.7,77,1875,0,0,Summer,No Holiday,Yes
10/07/2018,1462,16,26.3,74,1580,0,0,Summer,No Holiday,Yes
10/07/2018,1603,17,26.5,76,1400,0,0,Summer,No Holiday,Yes
10/07/2018,1665,18,26.2,82,1408,0,0,Summer,No Holiday,Yes
10/07/2018,794,19,25.7,83,1011,0.5,0,Summer,No Holiday,Yes
10/07/2018,908,20,25.3,89,745,0,0,Summer,No Holiday,Yes
10/07/2018,1352,21,25.1,86,870,0,0,Summer,No Holiday,Yes
10/07/2018,971,22,25,86,796,0,0,Summer,No Holiday,Yes
10/07/2018,373,23,24.9,87,658,0,0,Summer,No Holiday,Yes
11/07/2018,240,0,24.6,96,308,0.5,0,Summer,No Holiday,Yes
11/07/2018,240,1,24.6,96,443,0.5,0,Summer,No Holiday,Yes
11/07/2018,236,2,24.5,96,476,0,0,Summer,No Holiday,Yes
11/07/2018,157,3,24.5,97,263,0.5,0,Summer,No Holiday,Yes
11/07/2018,71,4,24.5,97,317,0,0,Summer,No Holiday,Yes
11/07/2018,76,5,24.5,97,229,0.5,0,Summer,No Holiday,Yes
11/07/2018,187,6,24.5,97,290,0.5,0,Summer,No Holiday,Yes
11/07/2018,303,7,24.6,97,180,0.5,0,Summer,No Holiday,Yes
11/07/2018,827,8,25.1,97,490,0,0,Summer,No Holiday,Yes
11/07/2018,634,9,25.6,96,450,0,0,Summer,No Holiday,Yes
11/07/2018,581,10,26.3,91,749,0.5,0,Summer,No Holiday,Yes
11/07/2018,792,11,27.2,82,1093,0,0,Summer,No Holiday,Yes
11/07/2018,964,12,28.1,73,1326,0,0,Summer,No Holiday,Yes
11/07/2018,991,13,28.7,69,1546,0,0,Summer,No Holiday,Yes
11/07/2018,1052,14,29.2,67,1725,0,0,Summer,No Holiday,Yes
11/07/2018,1106,15,29.4,68,1525,0,0,Summer,No Holiday,Yes
11/07/2018,1344,16,28.7,70,1586,0,0,Summer,No Holiday,Yes
11/07/2018,1923,17,28.7,71,1666,0,0,Summer,No Holiday,Yes
11/07/2018,2931,18,28.4,75,1564,0,0,Summer,No Holiday,Yes
11/07/2018,2328,19,28.2,72,1745,0,0,Summer,No Holiday,Yes
11/07/2018,2048,20,27.7,76,1727,0,0,Summer,No Holiday,Yes
11/07/2018,1936,21,27.3,78,1606,0,0,Summer,No Holiday,Yes
11/07/2018,1870,22,27.1,79,1578,0,0,Summer,No Holiday,Yes
11/07/2018,1298,23,26.9,79,1541,0,0,Summer,No Holiday,Yes
12/07/2018,938,0,26.7,79,1590,0,0,Summer,No Holiday,Yes
12/07/2018,787,1,26.6,80,1485,0,0,Summer,No Holiday,Yes
12/07/2018,517,2,26.3,84,1361,0,0,Summer,No Holiday,Yes
12/07/2018,322,3,26.2,83,1294,0,0,Summer,No Holiday,Yes
12/07/2018,159,4,26.1,85,1081,0,0,Summer,No Holiday,Yes
12/07/2018,231,5,25.9,91,872,0.5,0,Summer,No Holiday,Yes
12/07/2018,593,6,25.6,93,852,0,0,Summer,No Holiday,Yes
12/07/2018,1279,7,25.9,87,834,0,0,Summer,No Holiday,Yes
12/07/2018,1811,8,26.3,84,973,0,0,Summer,No Holiday,Yes
12/07/2018,982,9,26.5,82,815,0,0,Summer,No Holiday,Yes
12/07/2018,746,10,26.7,88,802,0.5,0,Summer,No Holiday,Yes
12/07/2018,805,11,27.4,78,1164,0,0,Summer,No Holiday,Yes
12/07/2018,991,12,27.4,80,1083,0,0,Summer,No Holiday,Yes
12/07/2018,959,13,27.7,76,1258,0,0,Summer,No Holiday,Yes
12/07/2018,976,14,27.8,76,1517,0,0,Summer,No Holiday,Yes
12/07/2018,1163,15,28,76,1437,0,0,Summer,No Holiday,Yes
12/07/2018,1296,16,28.1,74,1559,0,0,Summer,No Holiday,Yes
12/07/2018,1915,17,27.9,75,1643,0,0,Summer,No Holiday,Yes
12/07/2018,3016,18,27.5,77,1897,0,0,Summer,No Holiday,Yes
12/07/2018,2313,19,27.4,78,1899,0,0,Summer,No Holiday,Yes
12/07/2018,2214,20,26.9,80,1806,0,0,Summer,No Holiday,Yes
12/07/2018,2115,21,26.3,81,1910,0,0,Summer,No Holiday,Yes
12/07/2018,1945,22,25.9,83,1827,0,0,Summer,No Holiday,Yes
12/07/2018,1355,23,25.5,84,1906,0,0,Summer,No Holiday,Yes
13/07/2018,1006,0,25.1,87,1800,0,0,Summer,No Holiday,Yes
13/07/2018,760,1,24.8,89,1555,0,0,Summer,No Holiday,Yes
13/07/2018,600,2,24.9,86,1469,0,0,Summer,No Holiday,Yes
13/07/2018,377,3,24.9,86,1079,0,0,Summer,No Holiday,Yes
13/07/2018,241,4,24.8,86,1103,0,0,Summer,No Holiday,Yes
13/07/2018,301,5,24.8,84,1303,0,0,Summer,No Holiday,Yes
13/07/2018,665,6,24.8,84,1426,0,0,Summer,No Holiday,Yes
13/07/2018,1321,7,25,83,1350,0,0,Summer,No Holiday,Yes
13/07/2018,2114,8,25.5,80,1402,0,0,Summer,No Holiday,Yes
13/07/2018,1240,9,26.6,73,1147,0,0,Summer,No Holiday,Yes
13/07/2018,836,10,27.4,70,1335,0,0,Summer,No Holiday,Yes
13/07/2018,887,11,27.5,70,1719,0,0,Summer,No Holiday,Yes
13/07/2018,1013,12,28.3,68,1546,0,0,Summer,No Holiday,Yes
13/07/2018,1046,13,28.9,68,1934,0,0,Summer,No Holiday,Yes
13/07/2018,999,14,29.5,62,1941,0,0,Summer,No Holiday,Yes
13/07/2018,1094,15,30.2,62,1806,0,0,Summer,No Holiday,Yes
13/07/2018,1291,16,30,67,1698,0,0,Summer,No Holiday,Yes
13/07/2018,1782,17,30.1,65,1923,0,0,Summer,No Holiday,Yes
13/07/2018,2884,18,30.8,60,1793,0,0,Summer,No Holiday,Yes
13/07/2018,2320,19,29.8,68,1749,0,0,Summer,No Holiday,Yes
13/07/2018,2069,20,28.2,76,1888,0,0,Summer,No Holiday,Yes
13/07/2018,1924,21,27.2,80,1870,0,0,Summer,No Holiday,Yes
13/07/2018,1879,22,26.7,82,1725,0,0,Summer,No Holiday,Yes
13/07/2018,1439,23,26.2,84,1646,0,0,Summer,No Holiday,Yes
14/07/2018,1169,0,25.7,85,1519,0,0,Summer,No Holiday,Yes
14/07/2018,1062,1,25.4,85,1663,0,0,Summer,No Holiday,Yes
14/07/2018,783,2,25.3,85,1594,0,0,Summer,No Holiday,Yes
14/07/2018,545,3,25.2,83,1835,0,0,Summer,No Holiday,Yes
14/07/2018,307,4,25.1,82,1336,0,0,Summer,No Holiday,Yes
14/07/2018,266,5,24.8,86,1170,0,0,Summer,No Holiday,Yes
14/07/2018,356,6,24.6,86,1119,0,0,Summer,No Holiday,Yes
14/07/2018,537,7,24.9,81,1289,0,0,Summer,No Holiday,Yes
14/07/2018,787,8,26.1,74,1254,0,0,Summer,No Holiday,Yes
14/07/2018,909,9,27,70,1393,0,0,Summer,No Holiday,Yes
14/07/2018,910,10,27.8,68,1490,0,0,Summer,No Holiday,Yes
14/07/2018,945,11,29,65,1642,0,0,Summer,No Holiday,Yes
14/07/2018,1039,12,30.2,58,1359,0,0,Summer,No Holiday,Yes
14/07/2018,1078,13,30.7,59,1534,0,0,Summer,No Holiday,Yes
14/07/2018,1038,14,30.7,59,1612,0,0,Summer,No Holiday,Yes
14/07/2018,1058,15,31.1,59,1929,0,0,Summer,No Holiday,Yes
14/07/2018,1177,16,31.7,55,1895,0,0,Summer,No Holiday,Yes
14/07/2018,1433,17,31.5,53,1974,0,0,Summer,No Holiday,Yes
14/07/2018,1624,18,31.1,55,1897,0,0,Summer,No Holiday,Yes
14/07/2018,1797,19,30.4,59,1972,0,0,Summer,No Holiday,Yes
14/07/2018,2023,20,29.2,63,1988,0,0,Summer,No Holiday,Yes
14/07/2018,2011,21,28.2,64,2000,0,0,Summer,No Holiday,Yes
14/07/2018,1682,22,27.6,70,1994,0,0,Summer,No Holiday,Yes
14/07/2018,1278,23,26.6,80,1527,0,0,Summer,No Holiday,Yes
15/07/2018,1143,0,26,82,1674,0,0,Summer,No Holiday,Yes
15/07/2018,868,1,25.5,83,1576,0,0,Summer,No Holiday,Yes
15/07/2018,632,2,25.1,85,1379,0,0,Summer,No Holiday,Yes
15/07/2018,443,3,24.8,86,1354,0,0,Summer,No Holiday,Yes
15/07/2018,278,4,24.6,86,1358,0,0,Summer,No Holiday,Yes
15/07/2018,223,5,24.5,85,1345,0,0,Summer,No Holiday,Yes
15/07/2018,292,6,24.8,83,1534,0,0,Summer,No Holiday,Yes
15/07/2018,402,7,25.2,80,1551,0,0,Summer,No Holiday,Yes
15/07/2018,613,8,26.2,75,1560,0,0,Summer,No Holiday,Yes
15/07/2018,715,9,27,71,1518,0,0,Summer,No Holiday,Yes
15/07/2018,701,10,28.5,66,1319,0,0,Summer,No Holiday,Yes
15/07/2018,712,11,28.7,64,1332,0,0,Summer,No Holiday,Yes
15/07/2018,803,12,30.1,58,1491,0,0,Summer,No Holiday,Yes
15/07/2018,810,13,31.4,53,1695,0,0,Summer,No Holiday,Yes
15/07/2018,822,14,32.4,50,1735,0,0,Summer,No Holiday,Yes
15/07/2018,946,15,32.9,49,1631,0,0,Summer,No Holiday,Yes
15/07/2018,1125,16,32.8,52,1803,0,0,Summer,No Holiday,Yes
15/07/2018,1247,17,32.7,52,1872,0,0,Summer,No Holiday,Yes
15/07/2018,1466,18,32.2,55,1769,0,0,Summer,No Holiday,Yes
15/07/2018,1847,19,31.2,62,1852,0,0,Summer,No Holiday,Yes
15/07/2018,2058,20,29.2,72,1932,0,0,Summer,No Holiday,Yes
15/07/2018,1924,21,28.1,74,1840,0,0,Summer,No Holiday,Yes
15/07/2018,1607,22,27.5,77,1778,0,0,Summer,No Holiday,Yes
15/07/2018,1113,23,27,78,1609,0,0,Summer,No Holiday,Yes
16/07/2018,732,0,26.5,81,1650,0,0,Summer,No Holiday,Yes
16/07/2018,498,1,25.9,83,1520,0,0,Summer,No Holiday,Yes
16/07/2018,469,2,25.4,84,1340,0,0,Summer,No Holiday,Yes
16/07/2018,276,3,25.1,85,1507,0,0,Summer,No Holiday,Yes
16/07/2018,211,4,24.6,84,1373,0,0,Summer,No Holiday,Yes
16/07/2018,324,5,24.3,85,1496,0,0,Summer,No Holiday,Yes
16/07/2018,703,6,24,85,1569,0,0,Summer,No Holiday,Yes
16/07/2018,1344,7,24.5,73,1901,0,0,Summer,No Holiday,Yes
16/07/2018,1935,8,26.4,69,1559,0,0,Summer,No Holiday,Yes
16/07/2018,1014,9,28,64,1682,0,0,Summer,No Holiday,Yes
16/07/2018,678,10,29.8,54,1737,0,0,Summer,No Holiday,Yes
16/07/2018,688,11,31.5,51,1498,0,0,Summer,No Holiday,Yes
16/07/2018,719,12,32.4,49,1844,0,0,Summer,No Holiday,Yes
16/07/2018,727,13,33,51,1100,0,0,Summer,No Holiday,Yes
16/07/2018,691,14,33.7,45,1843,0,0,Summer,No Holiday,Yes
16/07/2018,745,15,33.4,44,1928,0,0,Summer,No Holiday,Yes
16/07/2018,818,16,33.3,46,1914,0,0,Summer,No Holiday,Yes
16/07/2018,1425,17,33,46,1926,0,0,Summer,No Holiday,Yes
16/07/2018,2636,18,32.3,47,1961,0,0,Summer,No Holiday,Yes
16/07/2018,2368,19,31.2,52,1990,0,0,Summer,No Holiday,Yes
16/07/2018,2362,20,29.3,58,2000,0,0,Summer,No Holiday,Yes
16/07/2018,2241,21,28,64,2000,0,0,Summer,No Holiday,Yes
16/07/2018,1934,22,27.2,69,2000,0,0,Summer,No Holiday,Yes
16/07/2018,1285,23,26.6,75,1996,0,0,Summer,No Holiday,Yes
17/07/2018,1003,0,26.4,76,2000,0,0,Summer,No Holiday,Yes
17/07/2018,692,1,25.8,78,2000,0,0,Summer,No Holiday,Yes
17/07/2018,497,2,25.3,78,2000,0,0,Summer,No Holiday,Yes
17/07/2018,372,3,24.8,80,1988,0,0,Summer,No Holiday,Yes
17/07/2018,222,4,24.4,80,1112,0,0,Summer,No Holiday,Yes
17/07/2018,372,5,24.1,81,1646,0,0,Summer,No Holiday,Yes
17/07/2018,713,6,24,81,1271,0,0,Summer,No Holiday,Yes
17/07/2018,1356,7,24.4,75,841,0,0,Summer,No Holiday,Yes
17/07/2018,1955,8,25.8,69,969,0,0,Summer,No Holiday,Yes
17/07/2018,1031,9,27.5,60,1252,0,0,Summer,No Holiday,Yes
17/07/2018,719,10,29.2,55,1404,0,0,Summer,No Holiday,Yes
17/07/2018,797,11,30.4,53,1359,0,0,Summer,No Holiday,Yes
17/07/2018,803,12,30.8,57,940,0,0,Summer,No Holiday,Yes
17/07/2018,763,13,31.1,53,1162,0,0,Summer,No Holiday,Yes
17/07/2018,786,14,31.8,49,1429,0,0,Summer,No Holiday,Yes
17/07/2018,878,15,31.9,51,1465,0,0,Summer,No Holiday,Yes
17/07/2018,1062,16,32,51,1402,0,0,Summer,No Holiday,Yes
17/07/2018,1591,17,31.8,52,1438,0,0,Summer,No Holiday,Yes
17/07/2018,2770,18,31.3,55,1550,0,0,Summer,No Holiday,Yes
17/07/2018,2326,19,30.6,57,1529,0,0,Summer,No Holiday,Yes
17/07/2018,2174,20,28.9,64,1567,0,0,Summer,No Holiday,Yes
17/07/2018,2273,21,27.9,69,1194,0,0,Summer,No Holiday,Yes
17/07/2018,1940,22,27.2,70,1110,0,0,Summer,No Holiday,Yes
17/07/2018,1340,23,26.6,76,936,0,0,Summer,No Holiday,Yes
18/07/2018,1002,0,26.2,79,850,0,0,Summer,No Holiday,Yes
18/07/2018,741,1,25.7,80,805,0,0,Summer,No Holiday,Yes
18/07/2018,526,2,25.2,82,791,0,0,Summer,No Holiday,Yes
18/07/2018,381,3,24.7,84,694,0,0,Summer,No Holiday,Yes
18/07/2018,266,4,24.3,83,621,0,0,Summer,No Holiday,Yes
18/07/2018,327,5,23.9,83,780,0,0,Summer,No Holiday,Yes
18/07/2018,695,6,23.7,83,713,0,0,Summer,No Holiday,Yes
18/07/2018,1308,7,24.2,74,656,0,0,Summer,No Holiday,Yes
18/07/2018,1944,8,25.8,71,760,0,0,Summer,No Holiday,Yes
18/07/2018,982,9,27.2,59,948,0,0,Summer,No Holiday,Yes
18/07/2018,722,10,28.9,61,941,0,0,Summer,No Holiday,Yes
18/07/2018,701,11,30.2,53,1143,0,0,Summer,No Holiday,Yes
18/07/2018,780,12,31.2,51,1101,0,0,Summer,No Holiday,Yes
18/07/2018,778,13,32.1,51,776,0,0,Summer,No Holiday,Yes
18/07/2018,762,14,32.7,49,765,0,0,Summer,No Holiday,Yes
18/07/2018,776,15,32.9,46,1248,0,0,Summer,No Holiday,Yes
18/07/2018,912,16,33.1,42,1712,0,0,Summer,No Holiday,Yes
18/07/2018,1596,17,32.6,46,1560,0,0,Summer,No Holiday,Yes
18/07/2018,2692,18,32,50,1374,0,0,Summer,No Holiday,Yes
18/07/2018,2281,19,30.6,54,1531,0,0,Summer,No Holiday,Yes
18/07/2018,2202,20,28.8,66,1209,0,0,Summer,No Holiday,Yes
18/07/2018,2188,21,28,69,1140,0,0,Summer,No Holiday,Yes
18/07/2018,1980,22,27.2,73,1005,0,0,Summer,No Holiday,Yes
18/07/2018,1354,23,26.4,76,959,0,0,Summer,No Holiday,Yes
19/07/2018,1068,0,25.9,76,984,0,0,Summer,No Holiday,Yes
19/07/2018,824,1,25.4,79,924,0,0,Summer,No Holiday,Yes
